S. No.,university,college,College Type,State Name,District Name
27377,"Rajasthan University, Jaipur ","Gokulpura Shikshak Prashikahan Mahavi., Sikar ",Affiliated College,Rajasthan,Sikar
27378,"Rajasthan University, Jaipur ","Golden Balika Mahavi., Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27379,"Rajasthan University, Jaipur ","Gopi Krishan Piramal TT College,Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27380,"Rajasthan University, Jaipur ","Goswami Tulsidas PG Mahavi., Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27381,"Rajasthan University, Jaipur ","GOVERNMENT COLLEGE, THANAGAZI ",Affiliated College,Rajasthan,Alwar
27382,"Rajasthan University, Jaipur ","Govindam T T College, Alwar ",Affiliated College,Rajasthan,Alwar
27383,"Rajasthan University, Jaipur ","Govt. College, Bharatpur ",Affiliated College,Rajasthan,Bharatpur
27384,"Rajasthan University, Jaipur ","Govt. College, Bibi Rani, Alwar ",Affiliated College,Rajasthan,Alwar
27385,"Rajasthan University, Jaipur ","Govt. College, Govindgarh, Alwar ",Affiliated College,Rajasthan,Alwar
27386,"Rajasthan University, Jaipur ","Govt. College of Physical, Jodhpur ",Affiliated College,Rajasthan,Jodhpur
27387,"Rajasthan University, Jaipur ","Govt. College, Rajgarh ",Affiliated College,Rajasthan,Alwar
27388,"Rajasthan University, Jaipur ","GOVT GIRLS COLLEGE, BAYANA ",Affiliated College,Rajasthan,Bharatpur
27389,"Rajasthan University, Jaipur ","Govt. Girls College, Chomu ",Affiliated College,Rajasthan,Jaipur
27390,"Rajasthan University, Jaipur ","Govt. Girls College, Dausa ",Affiliated College,Rajasthan,Dausa
27391,"Rajasthan University, Jaipur ","Govt. Kamla Modi P.G. Mahila Mahavidyalaya, Sikar ",Affiliated College,Rajasthan,Sikar
27392,"Rajasthan University, Jaipur ","Govt. Law College, Alwar ",Affiliated College,Rajasthan,Alwar
27393,"Rajasthan University, Jaipur ","Govt. Law College, Bharatpur ",Affiliated College,Rajasthan,Bharatpur
27394,"Rajasthan University, Jaipur ","Govt. Law College, Dhaulpur ",Affiliated College,Rajasthan,Dhaulpur
27395,"Rajasthan University, Jaipur ","Govt. Law College, Sikar ",Affiliated College,Rajasthan,Sikar
27396,"Rajasthan University, Jaipur ","Govt. LBS College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27397,"Rajasthan University, Jaipur ","Govt. P G College, Dausa ",Affiliated College,Rajasthan,Dausa
27398,"Rajasthan University, Jaipur ","Govt. P.G. College, Dhaulpur ",Affiliated College,Rajasthan,Dhaulpur
27399,"Rajasthan University, Jaipur ","Govt. P.G. College, Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27400,"Rajasthan University, Jaipur ","Govt. R D Girls College, Bharatpur ",Affiliated College,Rajasthan,Bharatpur
27401,"Rajasthan University, Jaipur ","Govt. Shakambhar PG College, Sambhar Lekh, Jaipur ",Affiliated College,Rajasthan,Jaipur
27402,"Rajasthan University, Jaipur ","Gramin Balika PG Mahavi., Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27403,"Rajasthan University, Jaipur ","Gramin Mahila PG Mahavi., Sikar ",Affiliated College,Rajasthan,Sikar
27404,"Rajasthan University, Jaipur ","Gramotthan J P College, Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27405,"Rajasthan University, Jaipur ","Gramotthan Vidyapeeth PG Girls College, Alwar ",Affiliated College,Rajasthan,Alwar
27406,"Rajasthan University, Jaipur ","GR Memorial Mahavi., Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27407,"Rajasthan University, Jaipur ","Guardian Inst. Of Edu. & Technology, Alwar ",Affiliated College,Rajasthan,Alwar
27408,"Rajasthan University, Jaipur ","Gudha Girls College, Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27409,"Rajasthan University, Jaipur ","Guru Govind Singh Kanya Mahavidyalaya, Alwar ",Affiliated College,Rajasthan,Alwar
27410,"Rajasthan University, Jaipur ","Gurukul College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27411,"Rajasthan University, Jaipur ","Gurukul College, Sikar ",Affiliated College,Rajasthan,Sikar
27412,"Rajasthan University, Jaipur ","Gurukul Mahiala Mahavidyalaya, Dausa ",Affiliated College,Rajasthan,Dausa
27413,"Rajasthan University, Jaipur ","Guru Madhawanand Pratibha Mahavidyalaya, Bharatpur ",Affiliated College,Rajasthan,Bharatpur
27414,"Rajasthan University, Jaipur ","Gyandeep P G Mahavidyalaya, Jaipur ",Affiliated College,Rajasthan,Jaipur
27415,"Rajasthan University, Jaipur ","Gyan Sindhu Girls College, Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27416,"Rajasthan University, Jaipur ","Gyan Vihar College, Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27417,"Rajasthan University, Jaipur ","Hans College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27418,"Rajasthan University, Jaipur ","Hans College of Edu., Jaipur ",Affiliated College,Rajasthan,Jaipur
27419,"Rajasthan University, Jaipur ","Hans T T College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27420,"Rajasthan University, Jaipur ","Harsh TT College, Alwar ",Affiliated College,Rajasthan,Alwar
27421,"Rajasthan University, Jaipur ","H D Teacher Training Inst., Bharatpur ",Affiliated College,Rajasthan,Bharatpur
27422,"Rajasthan University, Jaipur ","ICG Inst. of Edu. Research & Development, Jaipur ",Affiliated College,Rajasthan,Jaipur
27423,"Rajasthan University, Jaipur ","I.E.T Bio-Tech. INst., Alwar ",Affiliated College,Rajasthan,Alwar
27424,"Rajasthan University, Jaipur ","IGM TT College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27425,"Rajasthan University, Jaipur ","Indian Angels Mahila TT College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27426,"Rajasthan University, Jaipur ","Indian Girls College of Edu., Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27427,"Rajasthan University, Jaipur ","Indian Inst. of Business & Sc., Jaipur ",Affiliated College,Rajasthan,Jaipur
27428,"Rajasthan University, Jaipur ","Indian Mahavidhyalaya, Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27429,"Rajasthan University, Jaipur ","Indian Mahavi., Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27430,"Rajasthan University, Jaipur ","India Overseas College for Edu., Jaipur ",Affiliated College,Rajasthan,Jaipur
27431,"Rajasthan University, Jaipur ","Indira Gandhi PG Balika Niketan, Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27432,"Rajasthan University, Jaipur ","Indira Gandhi PG College, Dausa ",Affiliated College,Rajasthan,Dausa
27433,"Rajasthan University, Jaipur ","Indira Priyadarshini Kanaya, Sikar ",Affiliated College,Rajasthan,Sikar
27434,"Rajasthan University, Jaipur ","IRIS College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27435,"Rajasthan University, Jaipur ","Islamia , Sikar ",Affiliated College,Rajasthan,Sikar
27436,"Rajasthan University, Jaipur ","Jagan Shikshak Prashikshan Mahavi., Sikar ",Affiliated College,Rajasthan,Sikar
27437,"Rajasthan University, Jaipur ","Jagdamba Mahila Mahavidyalaya, Alwar ",Affiliated College,Rajasthan,Alwar
27438,"Rajasthan University, Jaipur ","JAGRAUTI WOMEN COLLEGE, KHERLA BUJURG ",Affiliated College,Rajasthan,Dausa
27439,"Rajasthan University, Jaipur ","Jagriti Shikshak Prashikshan Mahavi., Jaipur ",Affiliated College,Rajasthan,Jaipur
27440,"Rajasthan University, Jaipur ","JAI MEENESH COLLEGE, BISALPUR ROAD PHAGI ",Affiliated College,Rajasthan,Jaipur
27441,"Rajasthan University, Jaipur ",", JaipurAshutosh Mahavidyalaya ",Affiliated College,Rajasthan,Jaipur
27442,"Rajasthan University, Jaipur ",", JaipurChhatrapati Shivaji College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27443,"Rajasthan University, Jaipur ","Jai Shri Dayal TT Colege, Sikar ",Affiliated College,Rajasthan,Sikar
27444,"Rajasthan University, Jaipur ","Jamna GIrls B.Ed. College, Sikar ",Affiliated College,Rajasthan,Sikar
27445,"Rajasthan University, Jaipur ","Jamna Mahavidyalaya, Jaipur ",Affiliated College,Rajasthan,Jaipur
27446,"Rajasthan University, Jaipur ","Janki Devi College, Alwar ",Affiliated College,Rajasthan,Alwar
27447,"Rajasthan University, Jaipur ","Jasoda Devi College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27448,"Rajasthan University, Jaipur ","Jasoda Devi TT College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27449,"Rajasthan University, Jaipur ","Jaswal College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27450,"Rajasthan University, Jaipur ","J B International College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27451,"Rajasthan University, Jaipur ","J B Shah Kanya PG Mahavi., Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27452,"Rajasthan University, Jaipur ","J D P.G. College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27453,"Rajasthan University, Jaipur ","Jeen Institute of Law, Alwar ",Affiliated College,Rajasthan,Alwar
27454,"Rajasthan University, Jaipur ","Jhunjhunun Icon College, Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27455,"Rajasthan University, Jaipur ",", JhunjhununSharwani Devi Mahila B.Ed. College, Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27456,"Rajasthan University, Jaipur ","Jiwani B.Ed. College, Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27457,"Rajasthan University, Jaipur ","J K College of SC. & Research Tech., Bharatpur ",Affiliated College,Rajasthan,Bharatpur
27458,"Rajasthan University, Jaipur ","J M Kanya Mahavi., Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27459,"Rajasthan University, Jaipur ","Jobner P G Mahavidyalaya, Jaipur ",Affiliated College,Rajasthan,Jaipur
27460,"Rajasthan University, Jaipur ","J.V.M. Girls College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27461,"Rajasthan University, Jaipur ","J.V.P. Girls College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27462,"Rajasthan University, Jaipur ","Kala Bharti Girls College, Bharatpur ",Affiliated College,Rajasthan,Bharatpur
27463,"Rajasthan University, Jaipur ","Kala Mandir Mahila Mahavidyalaya, Bharatpur ",Affiliated College,Rajasthan,Bharatpur
27464,"Rajasthan University, Jaipur ","Kalpana Chawla Girls PG College, Alwar ",Affiliated College,Rajasthan,Alwar
27465,"Rajasthan University, Jaipur ","Kamla PG Mahavidyalaya, Dhaulpur ",Affiliated College,Rajasthan,Dhaulpur
27466,"Rajasthan University, Jaipur ","Kanoria B.Ed. COllege, Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27467,"Rajasthan University, Jaipur ","Kanoria Girls B.Ed. College, Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27468,"Rajasthan University, Jaipur ","Kanoria Mahavi., Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27469,"Rajasthan University, Jaipur ","Kanoria P G Mahila Mahavidyalaya, Jaipur ",Affiliated College,Rajasthan,Jaipur
27470,"Rajasthan University, Jaipur ","Karam Bhoomi TT College, Alwar ",Affiliated College,Rajasthan,Alwar
27471,"Rajasthan University, Jaipur ","Karam Vidya Mandir Shikshan Sansthan, Alwar ",Affiliated College,Rajasthan,Alwar
27472,"Rajasthan University, Jaipur ","Kaushalya Devi Balika Mahavidyalaya, Dausa ",Affiliated College,Rajasthan,Dausa
27473,"Rajasthan University, Jaipur ","Kaushalya Devi Mahavidyalaya, Dausa ",Affiliated College,Rajasthan,Dausa
27474,"Rajasthan University, Jaipur ","Kaushalya Devi Mahila mahavidyalaya, Dausa ",Affiliated College,Rajasthan,Dausa
27475,"Rajasthan University, Jaipur ","K.C.R.I. College of Sc. & Commerce, Alwar ",Affiliated College,Rajasthan,Alwar
27476,"Rajasthan University, Jaipur ","Khandela Sah Shiksha Mahavi., Sikar ",Affiliated College,Rajasthan,Sikar
27477,"Rajasthan University, Jaipur ","Khandelwal TT College, Bharatpur ",Affiliated College,Rajasthan,Bharatpur
27478,"Rajasthan University, Jaipur ","Khoj Mahavidyalaya, Jaipur ",Affiliated College,Rajasthan,Jaipur
27479,"Rajasthan University, Jaipur ","Khoj TT College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27480,"Rajasthan University, Jaipur ","Kiran Mahavidyalaya, Jaipur ",Affiliated College,Rajasthan,Jaipur
27481,"Rajasthan University, Jaipur ","Kishangarh Mahavidyalaya, Alwar ",Affiliated College,Rajasthan,Alwar
27482,"Rajasthan University, Jaipur ","KMD Memorial College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27483,"Rajasthan University, Jaipur ","KMD Memorial College of Edu., Jaipur ",Affiliated College,Rajasthan,Jaipur
27484,"Rajasthan University, Jaipur ","Kotputli Mahila Mahavidyalaya, Jaipur ",Affiliated College,Rajasthan,Jaipur
27485,"Rajasthan University, Jaipur ","K S Bhaskar College, Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27486,"Rajasthan University, Jaipur ","Lal Bhadur Shastri Kanya P.G. Mahavidyalaya, Jaipur ",Affiliated College,Rajasthan,Jaipur
27487,"Rajasthan University, Jaipur ","Late Ku. Laxmi Badhala Mahila College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27488,"Rajasthan University, Jaipur ","Late Ku. Laxmi Badhla Mahila TT College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27489,"Rajasthan University, Jaipur ","Late Moolchand Meena SHikshak Prashikshan Mahavi., Dausa ",Affiliated College,Rajasthan,Dausa
27490,"Rajasthan University, Jaipur ","Late Pt. Suraya Narayan Raj Mishra TT College, Dausa ",Affiliated College,Rajasthan,Dausa
27491,"Rajasthan University, Jaipur ","Late Rajesh Pilot Govt. College, Dausa ",Affiliated College,Rajasthan,Dausa
27492,"Rajasthan University, Jaipur ","Laxmi Bai Mahila TT College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27493,"Rajasthan University, Jaipur ","Laxmi Mahila College, Alwar ",Affiliated College,Rajasthan,Alwar
27494,"Rajasthan University, Jaipur ","Laxmi TT women College, Bharatpur ",Affiliated College,Rajasthan,Bharatpur
27495,"Rajasthan University, Jaipur ","LBS P.G. College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27496,"Rajasthan University, Jaipur ","LBS TT College, Alwar ",Affiliated College,Rajasthan,Alwar
27497,"Rajasthan University, Jaipur ","LBS TT College, Alwar ",Affiliated College,Rajasthan,Alwar
27498,"Rajasthan University, Jaipur ","LJN Mahavidalaya, Dhaulpur ",Affiliated College,Rajasthan,Dhaulpur
27499,"Rajasthan University, Jaipur ","LN Inst. Of Teacher Edu., Sikar ",Affiliated College,Rajasthan,Sikar
27500,"Rajasthan University, Jaipur ","Lokesh TT College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27501,"Rajasthan University, Jaipur ","Lok Manya Tilak College, Alwar ",Affiliated College,Rajasthan,Alwar
27502,"Rajasthan University, Jaipur ","Lokmanya Tilak Degree B.Ed. College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27503,"Rajasthan University, Jaipur ","Lord Krishana College of Edu., Alwar ",Affiliated College,Rajasthan,Alwar
27504,"Rajasthan University, Jaipur ","Lord's International College, Alwar ",Affiliated College,Rajasthan,Alwar
27505,"Rajasthan University, Jaipur ","Lord's International College for Teachers Training, Alwar ",Affiliated College,Rajasthan,Alwar
27506,"Rajasthan University, Jaipur ","Maa Bharti TT College, Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27507,"Rajasthan University, Jaipur ","Maa Kasturba Gandhi Mahila College, Bharatpur ",Affiliated College,Rajasthan,Bharatpur
27508,"Rajasthan University, Jaipur ","Maa Kesar Devi Girls College, Dausa ",Affiliated College,Rajasthan,Dausa
27509,"Rajasthan University, Jaipur ","Maaster Dwarika Prasad College, Dhaulpur ",Affiliated College,Rajasthan,Dhaulpur
27510,"Rajasthan University, Jaipur ","Madhay Mahavidhyalaya, Dausa ",Affiliated College,Rajasthan,Dausa
27511,"Rajasthan University, Jaipur ","Mahala TT Inst., Sikar ",Affiliated College,Rajasthan,Sikar
27512,"Rajasthan University, Jaipur ","Maharaja Agrasen PG College, Bharatpur ",Affiliated College,Rajasthan,Bharatpur
27513,"Rajasthan University, Jaipur ","Maharaja Agrasen TT College, Bharatpur ",Affiliated College,Rajasthan,Bharatpur
27514,"Rajasthan University, Jaipur ","Maharaja College of Edu., Alwar ",Affiliated College,Rajasthan,Alwar
27515,"Rajasthan University, Jaipur ","Maharaja Mahila Mahavidyalaya, Alwar ",Affiliated College,Rajasthan,Alwar
27516,"Rajasthan University, Jaipur ","Maharaja Shri Agrasen Kanya Mahavidyalaya, Bharatpur ",Affiliated College,Rajasthan,Bharatpur
27517,"Rajasthan University, Jaipur ","Maharaja Surajmal Mahavidyalaya, Bharatpur ",Affiliated College,Rajasthan,Bharatpur
27518,"Rajasthan University, Jaipur ","Maharaja Surajmal TT College, Bharatpur ",Affiliated College,Rajasthan,Bharatpur
27519,"Rajasthan University, Jaipur ","Maharana Pratap TT College, Dhaulpur ",Affiliated College,Rajasthan,Dhaulpur
27520,"Rajasthan University, Jaipur ","MAHARANI GIRLS COLLEGE, NH-8 SURATPURA ROAD,KALWARA ",Affiliated College,Rajasthan,Jaipur
27521,"Rajasthan University, Jaipur ","Maharani Mahila Mahavidyalaya, Dhaulpur ",Affiliated College,Rajasthan,Dhaulpur
27522,"Rajasthan University, Jaipur ","Maharani Shri Videh Kaur Girls College, Bharatpur ",Affiliated College,Rajasthan,Bharatpur
27523,"Rajasthan University, Jaipur ","Maharishi Arvind Inst. of Sc. & Mgt., Jaipur ",Affiliated College,Rajasthan,Jaipur
27524,"Rajasthan University, Jaipur ","Maharishi Arvind School of Mgt. Studies, Jaipur ",Affiliated College,Rajasthan,Jaipur
27525,"Rajasthan University, Jaipur ","Maharishi Dayanand Balika Vigyan, Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27526,"Rajasthan University, Jaipur ","Maharishi Dayanand Law College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27527,"Rajasthan University, Jaipur ","Maharishi Dayanand Saraswati Women's College, Alwar ",Affiliated College,Rajasthan,Alwar
27528,"Rajasthan University, Jaipur ","Maharishi Parshuram Mahavidyalaya, Dhaulpur ",Affiliated College,Rajasthan,Dhaulpur
27529,"Rajasthan University, Jaipur ","Maharishi Parshuram PG Mahacvi., Sikar ",Affiliated College,Rajasthan,Sikar
27530,"Rajasthan University, Jaipur ","Maharshi Dadhichi Law College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27531,"Rajasthan University, Jaipur ","Maharshi Dayanand B.Ed. College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27532,"Rajasthan University, Jaipur ","Maharshi Dayanand Mahila Mahavi., Sikar ",Affiliated College,Rajasthan,Sikar
27533,"Rajasthan University, Jaipur ","Maharshi Parshu Ram College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27534,"Rajasthan University, Jaipur ","Maharshi Sandeepani TT College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27535,"Rajasthan University, Jaipur ","Mahatama Gandhi PG College, Dausa ",Affiliated College,Rajasthan,Dausa
27536,"Rajasthan University, Jaipur ","Mahatma Gandhi College of Edu., Jaipur ",Affiliated College,Rajasthan,Jaipur
27537,"Rajasthan University, Jaipur ","Mahatma Gandhi Inst. of Applied Science, Jaipur ",Affiliated College,Rajasthan,Jaipur
27538,"Rajasthan University, Jaipur ","Mahatma Gandhi International Girls College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27539,"Rajasthan University, Jaipur ","Mahatma Gandhi Mahavidyalaya, Jaipur ",Affiliated College,Rajasthan,Jaipur
27540,"Rajasthan University, Jaipur ","Mahatma Gandhi PG Mahavi., Sikar ",Affiliated College,Rajasthan,Sikar
27541,"Rajasthan University, Jaipur ","Mahatma Gandhi Shikshak Prashikahan Mahavi., Bharatpur ",Affiliated College,Rajasthan,Bharatpur
27542,"Rajasthan University, Jaipur ","Mahatma Gandhi TT College, Dausa ",Affiliated College,Rajasthan,Dausa
27543,"Rajasthan University, Jaipur ","Mahatma Gandhi TT College, Sikar ",Affiliated College,Rajasthan,Sikar
27544,"Rajasthan University, Jaipur ","Mahatma Jyotiba Fule Mahavidyalaya, Jaipur ",Affiliated College,Rajasthan,Jaipur
27545,"Rajasthan University, Jaipur ","Mahatma Jyotiba fule Shikshak Prashikshan Mahavi., Jaipur ",Affiliated College,Rajasthan,Jaipur
